OrthoDB 12v0,OrthoDB 12v2,Human gene,Human paralogs,Total orthologs,Protein class
21449at2759,767293at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,2578435at2759,BAZ2A,7,178,gene-specific transcriptional regulator
21449at2759,768825at2759,BAZ2A,7,178,gene-specific transcriptional regulator
2187549at2759,5012998at2759,TRMT112,1,38,Unclassified
2250022at2759,5006138at2759,MTOR,2,92,Unclassified
2250022at2759,4845692at2759,MTOR,2,92,Unclassified
2250022at2759,4901727at2759,MTOR,2,92,Unclassified
2250022at2759,790441at2759,MTOR,2,92,Unclassified
2250022at2759,4971847at2759,MTOR,2,92,Unclassified
2250022at2759,724278at2759,MTOR,2,92,Unclassified
2250022at2759,10153at2759,MTOR,2,92,Unclassified
2250022at2759,1202693at2759,MTOR,2,92,Unclassified
2250022at2759,558200at2759,MTOR,2,92,Unclassified
2250022at2759,2479505at2759,MTOR,2,92,Unclassified
2357150at2759,5015957at2759,Nup358,2,49,scaffold/adaptor protein
2357150at2759,4227510at2759,Nup358,2,49,scaffold/adaptor protein
2357150at2759,4699144at2759,Nup358,2,49,scaffold/adaptor protein
2357150at2759,4782596at2759,Nup358,2,49,scaffold/adaptor protein
2357150at2759,2711825at2759,Nup358,2,49,scaffold/adaptor protein
238316at2759,2557387at2759,FARSA,2,36,translational protein
2401965at2759,4914091at2759,HSPA9,10,200,chaperone
2401965at2759,414427at2759,HSPA9,10,200,chaperone
2401965at2759,5013265at2759,HSPA9,10,200,chaperone
2401965at2759,2650521at2759,HSPA9,10,200,chaperone
2401965at2759,789770at2759,HSPA9,10,200,chaperone
2401965at2759,3441545at2759,HSPA9,10,200,chaperone
2401965at2759,4841602at2759,HSPA9,10,200,chaperone
2401965at2759,4841796at2759,HSPA9,10,200,chaperone
2401965at2759,4265487at2759,HSPA9,10,200,chaperone
2401965at2759,4682524at2759,HSPA9,10,200,chaperone
2401965at2759,4852697at2759,HSPA9,10,200,chaperone
2401965at2759,800765at2759,HSPA9,10,200,chaperone
2401965at2759,1983083at2759,HSPA9,10,200,chaperone
2401965at2759,4851950at2759,HSPA9,10,200,chaperone
2401965at2759,4811844at2759,HSPA9,10,200,chaperone
2401965at2759,4846973at2759,HSPA9,10,200,chaperone
2401965at2759,4511100at2759,HSPA9,10,200,chaperone
2401965at2759,2336347at2759,HSPA9,10,200,chaperone
2401965at2759,4982407at2759,HSPA9,10,200,chaperone
2401965at2759,303574at2759,HSPA9,10,200,chaperone
2401965at2759,4808162at2759,HSPA9,10,200,chaperone
2401965at2759,2900798at2759,HSPA9,10,200,chaperone
2401965at2759,666045at2759,HSPA9,10,200,chaperone
2401965at2759,4801765at2759,HSPA9,10,200,chaperone
240298at2759,805052at2759,DNAJC19,2,41,Unclassified
2414538at2759,4779887at2759,PolD1,4,92,DNA metabolism
2414538at2759,770235at2759,PolD1,4,92,DNA metabolism
2414538at2759,5005996at2759,PolD1,4,92,DNA metabolism
2414538at2759,2627189at2759,PolD1,4,92,DNA metabolism
2414538at2759,5001299at2759,PolD1,4,92,DNA metabolism
2414538at2759,1980186at2759,PolD1,4,92,DNA metabolism
2414538at2759,4941752at2759,PolD1,4,92,DNA metabolism
2414538at2759,4686054at2759,PolD1,4,92,DNA metabolism
2414538at2759,764579at2759,PolD1,4,92,DNA metabolism
2414538at2759,2747355at2759,PolD1,4,92,DNA metabolism
2414538at2759,4962210at2759,PolD1,4,92,DNA metabolism
2415936at2759,4887711at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,751650at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,772210at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,3751567at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,586060at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,5007156at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,325550at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,2735873at2759,GID8,2,56,scaffold/adaptor protein
2415936at2759,549971at2759,GID8,2,56,scaffold/adaptor protein
2423701at2759,5018796at2759,sti,4,163,Unclassified
2423701at2759,168639at2759,sti,4,163,Unclassified
2423701at2759,4814254at2759,sti,4,163,Unclassified
2423701at2759,2646147at2759,sti,4,163,Unclassified
2423701at2759,2558009at2759,sti,4,163,Unclassified
2423701at2759,4971501at2759,sti,4,163,Unclassified
2423701at2759,4601163at2759,sti,4,163,Unclassified
2423701at2759,5020375at2759,sti,4,163,Unclassified
2423701at2759,770050at2759,sti,4,163,Unclassified
2423701at2759,2683803at2759,sti,4,163,Unclassified
2423701at2759,4819021at2759,sti,4,163,Unclassified
2423701at2759,4658174at2759,sti,4,163,Unclassified
2423701at2759,4946566at2759,sti,4,163,Unclassified
2423701at2759,4939713at2759,sti,4,163,Unclassified
2423701at2759,4840901at2759,sti,4,163,Unclassified
2423701at2759,4692818at2759,sti,4,163,Unclassified
2423701at2759,4930918at2759,sti,4,163,Unclassified
2423701at2759,5017884at2759,sti,4,163,Unclassified
2423701at2759,543503at2759,sti,4,163,Unclassified
2423701at2759,4784637at2759,sti,4,163,Unclassified
2423701at2759,758865at2759,sti,4,163,Unclassified
2423701at2759,282704at2759,sti,4,163,Unclassified
2423701at2759,5005190at2759,sti,4,163,Unclassified
2423701at2759,4932610at2759,sti,4,163,Unclassified
2423701at2759,4604031at2759,sti,4,163,Unclassified
2423701at2759,307303at2759,sti,4,163,Unclassified
2423701at2759,4891169at2759,sti,4,163,Unclassified
2423701at2759,188885at2759,sti,4,163,Unclassified
2423701at2759,4846556at2759,sti,4,163,Unclassified
2423701at2759,4761190at2759,sti,4,163,Unclassified
2423701at2759,765657at2759,sti,4,163,Unclassified
2423701at2759,4821007at2759,sti,4,163,Unclassified
2423701at2759,594388at2759,sti,4,163,Unclassified
2423701at2759,5019722at2759,sti,4,163,Unclassified
2423701at2759,5002316at2759,sti,4,163,Unclassified
2423701at2759,677768at2759,sti,4,163,Unclassified
2423701at2759,4838332at2759,sti,4,163,Unclassified
2423701at2759,4895370at2759,sti,4,163,Unclassified
2423701at2759,5017721at2759,sti,4,163,Unclassified
2423701at2759,793414at2759,sti,4,163,Unclassified
2423701at2759,4849598at2759,sti,4,163,Unclassified
2423701at2759,4543339at2759,sti,4,163,Unclassified
2423701at2759,4325928at2759,sti,4,163,Unclassified
2423701at2759,4458937at2759,sti,4,163,Unclassified
2423701at2759,4822322at2759,sti,4,163,Unclassified
2423701at2759,4769501at2759,sti,4,163,Unclassified
2423701at2759,4892455at2759,sti,4,163,Unclassified
2423701at2759,4823489at2759,sti,4,163,Unclassified
2423701at2759,695364at2759,sti,4,163,Unclassified
2423701at2759,4821388at2759,sti,4,163,Unclassified
2423701at2759,3496998at2759,sti,4,163,Unclassified
2423701at2759,4622724at2759,sti,4,163,Unclassified
246406at2759,4969061at2759,TRAPPC4,3,54,membrane traffic protein
246406at2759,749175at2759,TRAPPC4,3,54,membrane traffic protein
246406at2759,4917431at2759,TRAPPC4,3,54,membrane traffic protein
248779at2759,29202at2759,Polr2E,2,45,RNA metabolism
248779at2759,349193at2759,Polr2E,2,45,RNA metabolism
248923at2759,4888052at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4941679at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4770758at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5016427at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2597102at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4890879at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5014583at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4605285at2759,CLA4,17,562,protein modifying enzyme
248923at2759,751748at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4946073at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2664682at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4931876at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4809837at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4839471at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4657136at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4929596at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5016760at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4884693at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5001640at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2507244at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4929380at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4996519at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4931556at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4977034at2759,CLA4,17,562,protein modifying enzyme
248923at2759,643407at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5016926at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4947334at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4930761at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4974109at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4920392at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5018784at2759,CLA4,17,562,protein modifying enzyme
248923at2759,315652at2759,CLA4,17,562,protein modifying enzyme
248923at2759,598015at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5016587at2759,CLA4,17,562,protein modifying enzyme
248923at2759,749915at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4937848at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4286823at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5017379at2759,CLA4,17,562,protein modifying enzyme
248923at2759,804195at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4920903at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4972382at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4815609at2759,CLA4,17,562,protein modifying enzyme
248923at2759,766449at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5017313at2759,CLA4,17,562,protein modifying enzyme
248923at2759,768619at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4681399at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4947325at2759,CLA4,17,562,protein modifying enzyme
248923at2759,344595at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4933115at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4379699at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4920694at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4653471at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4575956at2759,CLA4,17,562,protein modifying enzyme
248923at2759,3219661at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4888757at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4672522at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4923169at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4566465at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4920409at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5017622at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5014701at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5005547at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4945568at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4939084at2759,CLA4,17,562,protein modifying enzyme
248923at2759,767012at2759,CLA4,17,562,protein modifying enzyme
248923at2759,769616at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2708233at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4948345at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4931839at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4969703at2759,CLA4,17,562,protein modifying enzyme
248923at2759,759222at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4936217at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4930230at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4756466at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4924350at2759,CLA4,17,562,protein modifying enzyme
248923at2759,792000at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4943015at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4925002at2759,CLA4,17,562,protein modifying enzyme
248923at2759,3760207at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4516404at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4922568at2759,CLA4,17,562,protein modifying enzyme
248923at2759,767111at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2350210at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4920226at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4922236at2759,CLA4,17,562,protein modifying enzyme
248923at2759,487090at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5003578at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4943032at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5019780at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4693304at2759,CLA4,17,562,protein modifying enzyme
248923at2759,442385at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4916169at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4936129at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4939193at2759,CLA4,17,562,protein modifying enzyme
248923at2759,769659at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4934563at2759,CLA4,17,562,protein modifying enzyme
248923at2759,1816256at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4980926at2759,CLA4,17,562,protein modifying enzyme
248923at2759,538233at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4683742at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4946950at2759,CLA4,17,562,protein modifying enzyme
248923at2759,757250at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4821361at2759,CLA4,17,562,protein modifying enzyme
248923at2759,448089at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4654209at2759,CLA4,17,562,protein modifying enzyme
248923at2759,747860at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4949795at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4953488at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4939287at2759,CLA4,17,562,protein modifying enzyme
248923at2759,948373at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4893399at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2632028at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4905045at2759,CLA4,17,562,protein modifying enzyme
248923at2759,3505856at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4779924at2759,CLA4,17,562,protein modifying enzyme
248923at2759,1397875at2759,CLA4,17,562,protein modifying enzyme
248923at2759,769917at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4821794at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4941278at2759,CLA4,17,562,protein modifying enzyme
248923at2759,3183293at2759,CLA4,17,562,protein modifying enzyme
248923at2759,544728at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4936913at2759,CLA4,17,562,protein modifying enzyme
248923at2759,3236020at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4911810at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4824182at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2079329at2759,CLA4,17,562,protein modifying enzyme
248923at2759,5019500at2759,CLA4,17,562,protein modifying enzyme
248923at2759,4921641at2759,CLA4,17,562,protein modifying enzyme
248923at2759,761617at2759,CLA4,17,562,protein modifying enzyme
248923at2759,2608522at2759,CLA4,17,562,protein modifying enzyme
248923at2759,303942at2759,CLA4,17,562,protein modifying enzyme
24966at2759,5013067at2759,EIF3I,2,43,translational protein
24966at2759,4917468at2759,EIF3I,2,43,translational protein
24966at2759,4942867at2759,EIF3I,2,43,translational protein
24966at2759,2701605at2759,EIF3I,2,43,translational protein
256303at2759,4776520at2759,Rae1,3,63,RNA metabolism
256303at2759,3675924at2759,Rae1,3,63,RNA metabolism
256303at2759,4809300at2759,Rae1,3,63,RNA metabolism
256303at2759,5013778at2759,Rae1,3,63,RNA metabolism
256303at2759,4725028at2759,Rae1,3,63,RNA metabolism
256303at2759,4752149at2759,Rae1,3,63,RNA metabolism
256303at2759,804638at2759,Rae1,3,63,RNA metabolism
256303at2759,2884248at2759,Rae1,3,63,RNA metabolism
256303at2759,805450at2759,Rae1,3,63,RNA metabolism
256303at2759,3510948at2759,Rae1,3,63,RNA metabolism
258143at2759,4823929at2759,CLP1,1,41,RNA metabolism
258143at2759,5018485at2759,CLP1,1,41,RNA metabolism
258143at2759,2618649at2759,CLP1,1,41,RNA metabolism
258143at2759,4895274at2759,CLP1,1,41,RNA metabolism
26525at2759,5002525at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4529304at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4920111at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2681567at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4298293at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4825231at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2886958at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4781705at2759,TNNC1,30,870,calcium-binding protein
26525at2759,322353at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4816045at2759,TNNC1,30,870,calcium-binding protein
26525at2759,300250at2759,TNNC1,30,870,calcium-binding protein
26525at2759,684900at2759,TNNC1,30,870,calcium-binding protein
26525at2759,529085at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4890465at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4920658at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4613618at2759,TNNC1,30,870,calcium-binding protein
26525at2759,595579at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4556656at2759,TNNC1,30,870,calcium-binding protein
26525at2759,1764584at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4899170at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2702481at2759,TNNC1,30,870,calcium-binding protein
26525at2759,1901499at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4819988at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4925035at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4948228at2759,TNNC1,30,870,calcium-binding protein
26525at2759,270784at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4971201at2759,TNNC1,30,870,calcium-binding protein
26525at2759,271622at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2664392at2759,TNNC1,30,870,calcium-binding protein
26525at2759,3521639at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4817643at2759,TNNC1,30,870,calcium-binding protein
26525at2759,744312at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4360720at2759,TNNC1,30,870,calcium-binding protein
26525at2759,745268at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4932624at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4891627at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4924355at2759,TNNC1,30,870,calcium-binding protein
26525at2759,492608at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4920331at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4907261at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4890856at2759,TNNC1,30,870,calcium-binding protein
26525at2759,515761at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4996290at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2691756at2759,TNNC1,30,870,calcium-binding protein
26525at2759,741190at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4291487at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2892927at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2735364at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4160631at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5007944at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4409929at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4769358at2759,TNNC1,30,870,calcium-binding protein
26525at2759,297055at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5004706at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4814538at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4823317at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4819559at2759,TNNC1,30,870,calcium-binding protein
26525at2759,771331at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4243227at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4927316at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4773254at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5016350at2759,TNNC1,30,870,calcium-binding protein
26525at2759,587883at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4939344at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2664949at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4971052at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4942612at2759,TNNC1,30,870,calcium-binding protein
26525at2759,671306at2759,TNNC1,30,870,calcium-binding protein
26525at2759,759711at2759,TNNC1,30,870,calcium-binding protein
26525at2759,794814at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2878694at2759,TNNC1,30,870,calcium-binding protein
26525at2759,276054at2759,TNNC1,30,870,calcium-binding protein
26525at2759,3416479at2759,TNNC1,30,870,calcium-binding protein
26525at2759,742105at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4293719at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4820791at2759,TNNC1,30,870,calcium-binding protein
26525at2759,744629at2759,TNNC1,30,870,calcium-binding protein
26525at2759,218477at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4811233at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4031594at2759,TNNC1,30,870,calcium-binding protein
26525at2759,743467at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4918580at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4945012at2759,TNNC1,30,870,calcium-binding protein
26525at2759,448798at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4920060at2759,TNNC1,30,870,calcium-binding protein
26525at2759,308380at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4682771at2759,TNNC1,30,870,calcium-binding protein
26525at2759,760518at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4820983at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4841185at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4381118at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4071627at2759,TNNC1,30,870,calcium-binding protein
26525at2759,747240at2759,TNNC1,30,870,calcium-binding protein
26525at2759,154386at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2929171at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4982113at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5012927at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4892015at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4908402at2759,TNNC1,30,870,calcium-binding protein
26525at2759,768521at2759,TNNC1,30,870,calcium-binding protein
26525at2759,800720at2759,TNNC1,30,870,calcium-binding protein
26525at2759,16655at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4919732at2759,TNNC1,30,870,calcium-binding protein
26525at2759,586506at2759,TNNC1,30,870,calcium-binding protein
26525at2759,313417at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4249980at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4930476at2759,TNNC1,30,870,calcium-binding protein
26525at2759,770321at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4938224at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4783567at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4920579at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4925375at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4558471at2759,TNNC1,30,870,calcium-binding protein
26525at2759,638101at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5019858at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2891288at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4805693at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4971410at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4288843at2759,TNNC1,30,870,calcium-binding protein
26525at2759,753957at2759,TNNC1,30,870,calcium-binding protein
26525at2759,807672at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4919702at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4248724at2759,TNNC1,30,870,calcium-binding protein
26525at2759,140543at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4927368at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4693069at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4929159at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4349133at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4815424at2759,TNNC1,30,870,calcium-binding protein
26525at2759,3255283at2759,TNNC1,30,870,calcium-binding protein
26525at2759,442388at2759,TNNC1,30,870,calcium-binding protein
26525at2759,748523at2759,TNNC1,30,870,calcium-binding protein
26525at2759,321071at2759,TNNC1,30,870,calcium-binding protein
26525at2759,399584at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5012884at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4931850at2759,TNNC1,30,870,calcium-binding protein
26525at2759,763822at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5013667at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4774395at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4432017at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4883057at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4376119at2759,TNNC1,30,870,calcium-binding protein
26525at2759,97176at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4927028at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4878714at2759,TNNC1,30,870,calcium-binding protein
26525at2759,616019at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4520945at2759,TNNC1,30,870,calcium-binding protein
26525at2759,751254at2759,TNNC1,30,870,calcium-binding protein
26525at2759,635767at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4941115at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4777384at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4918946at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4810256at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4273708at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4749169at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4770722at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4980173at2759,TNNC1,30,870,calcium-binding protein
26525at2759,635938at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4927775at2759,TNNC1,30,870,calcium-binding protein
26525at2759,2654372at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4818961at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4278125at2759,TNNC1,30,870,calcium-binding protein
26525at2759,662669at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4653372at2759,TNNC1,30,870,calcium-binding protein
26525at2759,807421at2759,TNNC1,30,870,calcium-binding protein
26525at2759,122274at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4277198at2759,TNNC1,30,870,calcium-binding protein
26525at2759,320278at2759,TNNC1,30,870,calcium-binding protein
26525at2759,761544at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4250785at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5012483at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5016423at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4820129at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4346842at2759,TNNC1,30,870,calcium-binding protein
26525at2759,769039at2759,TNNC1,30,870,calcium-binding protein
26525at2759,3336202at2759,TNNC1,30,870,calcium-binding protein
26525at2759,5027553at2759,TNNC1,30,870,calcium-binding protein
26525at2759,807601at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4819548at2759,TNNC1,30,870,calcium-binding protein
26525at2759,4823134at2759,TNNC1,30,870,calcium-binding protein
